#Coverage (X)	Coverage
1.0	20.683543457178217
2.0	11.604186870882529
3.0	2.073370564826277
4.0	0.9263284620272287
5.0	0.39795338260375956
6.0	0.12038925860282745
7.0	0.12038925860282745
8.0	0.12038925860282745
9.0	0.12038925860282745
10.0	0.12038925860282745
11.0	0.12038925860282745
12.0	0.12038925860282745
13.0	0.1170451125305334
14.0	0.1170451125305334
15.0	0.1170451125305334
16.0	0.1170451125305334
17.0	0.1170451125305334
18.0	0.1170451125305334
19.0	0.1170451125305334
20.0	0.1170451125305334
21.0	0.1170451125305334
22.0	0.1170451125305334
23.0	0.1170451125305334
24.0	0.1170451125305334
25.0	0.1170451125305334
26.0	0.1170451125305334
27.0	0.1170451125305334
28.0	0.1170451125305334
29.0	0.1170451125305334
30.0	0.1170451125305334
31.0	0.1170451125305334
32.0	0.1170451125305334
33.0	0.1170451125305334
34.0	0.1170451125305334
35.0	0.1170451125305334
36.0	0.1170451125305334
37.0	0.1170451125305334
38.0	0.1170451125305334
39.0	0.1170451125305334
40.0	0.1170451125305334
41.0	0.1170451125305334
42.0	0.1170451125305334
43.0	0.1170451125305334
44.0	0.1170451125305334
45.0	0.1170451125305334
46.0	0.1170451125305334
47.0	0.1170451125305334
48.0	0.1170451125305334
49.0	0.1170451125305334
50.0	0.1170451125305334
51.0	0.1170451125305334
